id;session_id;multiplier;win_15;win_20;avg_15;avg_20;ev_15;ev_20;signal;ev_15_2.0;ev_20_2.0;;
3196;AUTO;1.71;0;0;0
3197;AUTO;3.75;0;0;0
3198;AUTO;2.8;0;0;0
3199;AUTO;2.67;0;0;0
3200;AUTO;2.53;0;0;0
3201;AUTO;1.34;0;0;0
3202;AUTO;3.28;0;0;0
3203;AUTO;1.24;0;0;0
3204;AUTO;1.42;0;0;0
3205;AUTO;1.38;0;0;0
3206;AUTO;24.02;0;0;0
3207;AUTO;84.79;0;0;0
3208;AUTO;12.99;0;0;0
3209;AUTO;1.17;0;0;0
3210;AUTO;2.56;0;0;0
3211;AUTO;1;0;0;0
3212;AUTO;1.63;0;0;0
3213;AUTO;1.65;0;0;0
3214;AUTO;2.06;0;0;0
3215;AUTO;1.04;0;0;0
3216;AUTO;1.16;0;0;0
3217;AUTO;5.68;0;0;0
3218;AUTO;1.26;0;0;0
3219;AUTO;2.02;0;0;0
3220;AUTO;3.59;0;0;0
3221;AUTO;2.57;0;0;0
3222;AUTO;1.09;0;0;0
3223;AUTO;1.64;0;0;0
3224;AUTO;1.46;0;0;0
3225;AUTO;1.41;0;0;0
3226;AUTO;1.37;0;0;0
3227;AUTO;2.14;0;0;0
3228;AUTO;2.25;0;0;0
3229;AUTO;499.54;0;0;0
3230;AUTO;1.71;0;0;0
3231;AUTO;2.05;0;0;0
3232;AUTO;1.53;0;0;0
3233;AUTO;1.04;0;0;0
3234;AUTO;1.44;0;0;0
3235;AUTO;509.79;0;0;0
3236;AUTO;11.05;0;0;0
3237;AUTO;3.06;0;0;0
3238;AUTO;5.48;0;0;0
3239;AUTO;1.96;0;0;0
3240;AUTO;3.81;0;0;0
3241;AUTO;1.43;0;0;0
3242;AUTO;1.06;0;0;0
3243;AUTO;8.71;0;0;0
3244;AUTO;2.85;0;0;0
3245;AUTO;554.17;0;0;0
3246;AUTO;1;0;0;0
3247;AUTO;1.03;0;0;0
3248;AUTO;1.43;0;0;0
3249;AUTO;1.89;0;0;0
3250;AUTO;3.2;0;0;0
3251;AUTO;12.03;0;0;0
3252;AUTO;1;0;0;0
3253;AUTO;1.2;0;0;0
3254;AUTO;1.53;0;0;0
3255;AUTO;1.06;0;0;0
3256;AUTO;1.85;0;0;0
3257;AUTO;5.82;0;0;0
3258;AUTO;1;0;0;0
3259;AUTO;1.24;0;0;0
3260;AUTO;1.4;0;0;0
3261;AUTO;1.43;0;0;0
3262;AUTO;1;0;0;0
3263;AUTO;14.07;0;0;0
3264;AUTO;4.16;0;0;0
3265;AUTO;1.38;0;0;0
3266;AUTO;3.48;0;0;0
3267;AUTO;2.21;0;0;0
3268;AUTO;1.45;0;0;0
3269;AUTO;20.76;0;0;0
3270;AUTO;1.2;0;0;0
3271;AUTO;3.59;0;0;0
3272;AUTO;2.58;0;0;0
3273;AUTO;1.04;0;0;0
3274;AUTO;2.18;0;0;0
3275;AUTO;4.22;0;0;0
3276;AUTO;1.94;0;0;0
3277;AUTO;1.56;0;0;0
3278;AUTO;9.19;0;0;0
3279;AUTO;2.55;0;0;0
3280;AUTO;2.94;0;0;0
3281;AUTO;1;0;0;0
3282;AUTO;4.84;0;0;0
3283;AUTO;1;0;0;0
3284;AUTO;1.14;0;0;0
3285;AUTO;2.53;0;0;0
3286;AUTO;9.47;0;0;0
3287;AUTO;2.11;0;0;0
3288;AUTO;1;0;0;0
3289;AUTO;100.44;0;0;0
3290;AUTO;1.11;0;0;0
3291;AUTO;1.42;0;0;0
3292;AUTO;1.48;0;0;0
3293;AUTO;3.16;0;0;0
3294;AUTO;1.08;0;0;0
3295;AUTO;1.42;0;0;0
3296;AUTO;2.51;0;0;0
3297;AUTO;1.53;0;0;0
3298;AUTO;1;0;0;0
3299;AUTO;2.72;0;0;0
3300;AUTO;1.14;0;0;0
3301;AUTO;1.09;0;0;0
3302;AUTO;1.24;0;0;0
3303;AUTO;17.84;0;0;0
3304;AUTO;1.12;0;0;0
3305;AUTO;1.16;0;0;0
3306;AUTO;7.1;0;0;0
3307;AUTO;1.04;0;0;0
3308;AUTO;18.83;0;0;0
3309;AUTO;1.18;0;0;0
3310;AUTO;1.32;0;0;0
3311;AUTO;36.18;0;0;0
3312;AUTO;1.03;0;0;0
3313;AUTO;2.13;0;0;0
3314;AUTO;2.13;0;0;0
3315;AUTO;1;0;0;0
3316;AUTO;1.3;0;0;0
3317;AUTO;1.38;0;0;0
3318;AUTO;1.16;0;0;0
3319;AUTO;1.3;0;0;0
3320;AUTO;4.67;0;0;0
3321;AUTO;1;0;0;0
3322;AUTO;4.54;0;0;0
3323;AUTO;4.3;0;0;0
3324;AUTO;1.47;0;0;0
3325;AUTO;1.09;0;0;0
3326;AUTO;4.57;0;0;0
3327;AUTO;4.03;0;0;0
3328;AUTO;8.13;0;0;0
3329;AUTO;1.61;0;0;0
3330;AUTO;1.47;0;0;0
3331;AUTO;2.15;0;0;0
3332;AUTO;2.14;0;0;0
3333;AUTO;6.4;0;0;0
3334;AUTO;1.51;0;0;0
3335;AUTO;3.23;0;0;0
3336;AUTO;1.03;0;0;0
3337;AUTO;1.5;0;0;0
3338;AUTO;1.91;0;0;0
3339;AUTO;7.94;0;0;0
3340;AUTO;1.19;0;0;0
3341;AUTO;2.4;0;0;0
3342;AUTO;1.91;0;0;0
3343;AUTO;36.46;0;0;0
3344;AUTO;1.13;0;0;0
3345;AUTO;44.07;0;0;0
3346;AUTO;1.06;0;0;0
3347;AUTO;1.67;0;0;0
3348;AUTO;1.45;0;0;0
3349;AUTO;2.25;0;0;0
3350;AUTO;9.23;0;0;0
3351;AUTO;1.58;0;0;0
3352;AUTO;1.24;0;0;0
3353;AUTO;1.46;0;0;0
3354;AUTO;3.99;0;0;0
3355;AUTO;10.09;0;0;0
3356;AUTO;1.22;0;0;0
3357;AUTO;1.25;0;0;0
3358;AUTO;1.84;0;0;0
3359;AUTO;3;0;0;0
3360;AUTO;6.31;0;0;0
3361;AUTO;1.3;0;0;0
3362;AUTO;2.9;0;0;0
3363;AUTO;1.73;0;0;0
3364;AUTO;54.4;0;0;0
3365;AUTO;2.49;0;0;0
3366;AUTO;3.6;0;0;0
3367;AUTO;2.67;0;0;0
3368;AUTO;16.61;0;0;0
3369;AUTO;1.7;0;0;0
3370;AUTO;4.57;0;0;0
3371;AUTO;2.9;0;0;0
3372;AUTO;2.42;0;0;0
3373;AUTO;12.87;0;0;0
3374;AUTO;1.46;0;0;0
3375;AUTO;3.47;0;0;0
3376;AUTO;1.33;0;0;0
3377;AUTO;3.61;0;0;0
3378;AUTO;1;0;0;0
3379;AUTO;1;0;0;0
3380;AUTO;1.81;0;0;0
3381;AUTO;1.86;0;0;0
3382;AUTO;1.54;0;0;0
3383;AUTO;2.44;0;0;0
3384;AUTO;1;0;0;0
3385;AUTO;1.35;0;0;0
3386;AUTO;6.03;0;0;0
3387;AUTO;9.17;0;0;0
3388;AUTO;1.25;0;0;0
3389;AUTO;1.26;0;0;0
3390;AUTO;1.04;0;0;0
3391;AUTO;3.95;0;0;0
3392;AUTO;2.27;0;0;0
3393;AUTO;3.76;0;0;0
3394;AUTO;1.51;0;0;0
3395;AUTO;8.85;0;0;0
3396;AUTO;1.17;0;0;0
3397;AUTO;1.32;0;0;0
3398;AUTO;1.79;0;0;0
3399;AUTO;8.62;0;0;0
3400;AUTO;1.45;0;0;0
3401;AUTO;31.65;0;0;0
3402;AUTO;1.36;0;0;0
3403;AUTO;18.34;0;0;0
3404;AUTO;1.27;0;0;0
3405;AUTO;1.27;0;0;0
3406;AUTO;9.02;0;0;0
3407;AUTO;1.5;0;0;0
3408;AUTO;3.24;0;0;0
3409;AUTO;1.07;0;0;0
3410;AUTO;1.06;0;0;0
3411;AUTO;1;0;0;0
3412;AUTO;5.55;0;0;0
3413;AUTO;3.32;0;0;0
3414;AUTO;1.15;0;0;0
3415;AUTO;1.49;0;0;0
3416;AUTO;15.48;0;0;0
3417;AUTO;1.55;0;0;0
3418;AUTO;1.76;0;0;0
3419;AUTO;1.52;0;0;0
3420;AUTO;3.43;0;0;0
3421;AUTO;1.01;0;0;0
3422;AUTO;2.2;0;0;0
3423;AUTO;1.55;0;0;0
3424;AUTO;5.06;0;0;0
3425;AUTO;4.43;0;0;0
3426;AUTO;1.02;0;0;0
3427;AUTO;1.21;0;0;0
3428;AUTO;1.22;0;0;0
3429;AUTO;90.58;0;0;0
3430;AUTO;1.97;0;0;0
3431;AUTO;2.87;0;0;0
3432;AUTO;1.61;0;0;0
3433;AUTO;2.76;0;0;0
3434;AUTO;1.74;0;0;0
3435;AUTO;1.05;0;0;0
3436;AUTO;52.22;0;0;0
3437;AUTO;1.83;0;0;0
3438;AUTO;1.05;0;0;0
3439;AUTO;1.43;0;0;0
3440;AUTO;2.12;0;0;0
3441;AUTO;3.18;0;0;0
3442;AUTO;6.46;0;0;0
3443;AUTO;1.43;0;0;0
3444;AUTO;3.91;0;0;0
3445;AUTO;12.27;0;0;0
3446;AUTO;1.32;0;0;0
3447;AUTO;1.43;0;0;0
3448;AUTO;3.61;0;0;0
3449;AUTO;12.27;0;0;0
3450;AUTO;1.32;0;0;0
3451;AUTO;1.05;0;0;0
3452;AUTO;1.06;0;0;0
3453;AUTO;1.6;0;0;0
3454;AUTO;1.83;0;0;0
3455;AUTO;1.55;0;0;0
3456;AUTO;4.36;0;0;0
3457;AUTO;3.42;0;0;0
3458;AUTO;1.57;0;0;0
3459;AUTO;2.13;0;0;0
3460;AUTO;2.16;0;0;0
3461;AUTO;1.07;0;0;0
3462;AUTO;6.44;0;0;0
3463;AUTO;1.07;0;0;0
3464;AUTO;1.1;0;0;0
3465;AUTO;1.2;0;0;0
3466;AUTO;2.95;0;0;0
3467;AUTO;2.2;0;0;0
3468;AUTO;2.51;0;0;0
3469;AUTO;2.23;0;0;0
3470;AUTO;1.22;0;0;0
3471;AUTO;3.02;0;0;0
3472;AUTO;2.34;0;0;0
3473;AUTO;1.82;0;0;0
3474;AUTO;1.94;0;0;0
3475;AUTO;6;0;0;0
3476;AUTO;1.08;0;0;0
3477;AUTO;2.5;0;0;0
3478;AUTO;3.54;0;0;0
3479;AUTO;1.2;0;0;0
3480;AUTO;2.32;0;0;0
3481;AUTO;18.51;0;0;0
3482;AUTO;7.32;0;0;0
3483;AUTO;3.09;0;0;0
3484;AUTO;1.08;0;0;0
3485;AUTO;1.72;0;0;0
3486;AUTO;2.07;0;0;0
3487;AUTO;4.74;0;0;0
3488;AUTO;1.25;0;0;0
3489;AUTO;3.86;0;0;0
3490;AUTO;1.22;0;0;0
3491;AUTO;1.08;0;0;0
3492;AUTO;1.22;0;0;0
3493;AUTO;1.82;0;0;0
3494;AUTO;1.74;0;0;0
3495;AUTO;1.21;0;0;0
3496;AUTO;2.52;0;0;0
3497;AUTO;1;0;0;0
3498;AUTO;1.16;0;0;0
3499;AUTO;3.2;0;0;0
3500;AUTO;2.6;0;0;0
3501;AUTO;1.28;0;0;0
3502;AUTO;1.14;0;0;0
3503;AUTO;1.96;0;0;0
3504;AUTO;1.03;0;0;0
3505;AUTO;23.34;0;0;0
3506;AUTO;10.93;0;0;0
3507;AUTO;1.64;0;0;0
3508;AUTO;1.13;0;0;0
3509;AUTO;1.31;0;0;0
3510;AUTO;1.1;0;0;0
3511;AUTO;1.12;0;0;0
3512;AUTO;1.66;0;0;0
3513;AUTO;1.24;0;0;0
3514;AUTO;1.72;0;0;0
3515;AUTO;2.05;0;0;0
3516;AUTO;9.66;0;0;0
3517;AUTO;4.18;0;0;0
3518;AUTO;1.25;0;0;0
3519;AUTO;1.56;0;0;0
3520;AUTO;13.55;0;0;0
3521;AUTO;5.19;0;0;0
3522;AUTO;5.81;0;0;0
3523;AUTO;1.88;0;0;0
3524;AUTO;3.75;0;0;0
3525;AUTO;8.82;0;0;0
3526;AUTO;1;0;0;0
3527;AUTO;6.42;0;0;0
3528;AUTO;1.45;0;0;0
3529;AUTO;1.56;0;0;0
3530;AUTO;5.33;0;0;0
3531;AUTO;3.86;0;0;0
3532;AUTO;11.4;0;0;0
3533;AUTO;1.05;0;0;0
3534;AUTO;17.52;0;0;0
3535;AUTO;1.59;0;0;0
3536;AUTO;4.84;0;0;0
3537;AUTO;9.29;0;0;0
3538;AUTO;4.82;0;0;0
3539;AUTO;1.43;0;0;0
3540;AUTO;1.37;0;0;0
3541;AUTO;1.99;0;0;0
3542;AUTO;3.37;0;0;0
3543;AUTO;4.09;0;0;0
3544;AUTO;1.03;0;0;0
3545;AUTO;2.95;0;0;0
3546;AUTO;2.71;0;0;0
3547;AUTO;1.1;0;0;0
3548;AUTO;41.4;0;0;0
3549;AUTO;5.13;0;0;0
3550;AUTO;1.51;0;0;0
3551;AUTO;1.17;0;0;0
3552;AUTO;1.65;0;0;0
3553;AUTO;27.59;0;0;0
3554;AUTO;1.96;0;0;0
3555;AUTO;1.24;0;0;0
3556;AUTO;1.35;0;0;0
3557;AUTO;3.1;0;0;0
3558;AUTO;1.41;0;0;0
3559;AUTO;29.77;0;0;0
3560;AUTO;5.91;0;0;0
3561;AUTO;1.5;0;0;0
3562;AUTO;1.49;0;0;0
3563;AUTO;2.44;0;0;0
3564;AUTO;1.12;0;0;0
3565;AUTO;11.9;0;0;0
3566;AUTO;3.66;0;0;0
3567;AUTO;1.19;0;0;0
3568;AUTO;2.37;0;0;0
3569;AUTO;1.12;0;0;0
3570;AUTO;1.04;0;0;0
3571;AUTO;5.25;0;0;0
3572;AUTO;1.54;0;0;0
3573;AUTO;1.09;0;0;0
3574;AUTO;5.04;0;0;0
3575;AUTO;1.23;0;0;0
3576;AUTO;2.45;0;0;0
3577;AUTO;3.46;0;0;0
3578;AUTO;7.39;0;0;0
3579;AUTO;2.72;0;0;0
3580;AUTO;3.2;0;0;0
3581;AUTO;1.06;0;0;0
3582;AUTO;1.44;0;0;0
3583;AUTO;6.61;0;0;0
3584;AUTO;3.54;0;0;0
3585;AUTO;10.34;0;0;0
3586;AUTO;3.47;0;0;0
3587;AUTO;2.85;0;0;0
3588;AUTO;51.14;0;0;0
3589;AUTO;1.42;0;0;0
3590;AUTO;1;0;0;0
3591;AUTO;3.42;0;0;0
3592;AUTO;2.96;0;0;0
3593;AUTO;1.2;0;0;0
3594;AUTO;2.34;0;0;0
3595;AUTO;1.06;0;0;0
3596;AUTO;1.69;0;0;0
3597;AUTO;21.07;0;0;0
3598;AUTO;4.7;0;0;0
3599;AUTO;4.4;0;0;0
3600;AUTO;3.82;0;0;0
3601;AUTO;2.35;0;0;0
3602;AUTO;4.12;0;0;0
3603;AUTO;4.19;0;0;0
3604;AUTO;123.09;0;0;0
3605;AUTO;3.8;0;0;0
3606;AUTO;1.66;0;0;0
3607;AUTO;4.44;0;0;0
3608;AUTO;3.21;0;0;0
3609;AUTO;3.21;0;0;0
3610;AUTO;2.15;0;0;0
3611;AUTO;4.37;0;0;0
3612;AUTO;1.18;0;0;0
3613;AUTO;3.31;0;0;0
3614;AUTO;1.21;0;0;0
3615;AUTO;1.31;0;0;0
3616;AUTO;1.82;0;0;0
3617;AUTO;8.34;0;0;0
3618;AUTO;1.63;0;0;0
3619;AUTO;1.45;0;0;0
3620;AUTO;1.36;0;0;0
3621;AUTO;2.14;0;0;0
3622;AUTO;1.03;0;0;0
3623;AUTO;2.03;0;0;0
3624;AUTO;2.39;0;0;0
3625;AUTO;1.23;0;0;0
3626;AUTO;3.84;0;0;0
3627;AUTO;120.67;0;0;0
3628;AUTO;1.06;0;0;0
3629;AUTO;4.49;0;0;0
3630;AUTO;5.9;0;0;0
3631;AUTO;3.99;0;0;0
3632;AUTO;1.52;0;0;0
3633;AUTO;1;0;0;0
3634;AUTO;1.6;0;0;0
3635;AUTO;1.03;0;0;0
3636;AUTO;1.26;0;0;0
3637;AUTO;1;0;0;0
3638;AUTO;1.58;0;0;0
3639;AUTO;1.05;0;0;0
3640;AUTO;1.33;0;0;0
3641;AUTO;4.1;0;0;0
3642;AUTO;19.4;0;0;0
3643;AUTO;1.85;0;0;0
3644;AUTO;2.56;0;0;0
3645;AUTO;1.2;0;0;0
3646;AUTO;1.73;0;0;0
3647;AUTO;1.21;0;0;0
3648;AUTO;1.18;0;0;0
3649;AUTO;1.44;0;0;0
3650;AUTO;2.54;0;0;0
3651;AUTO;1;0;0;0
3652;AUTO;1.01;0;0;0
3653;AUTO;2.81;0;0;0
3654;AUTO;12.49;0;0;0
3655;AUTO;3.23;0;0;0
3656;AUTO;23.95;0;0;0
3657;AUTO;1.95;0;0;0
3658;AUTO;1.1;0;0;0
3659;AUTO;2.39;0;0;0
3660;AUTO;2.18;0;0;0
3661;AUTO;1.3;0;0;0
3662;AUTO;1.27;0;0;0
3663;AUTO;1;0;0;0
3664;AUTO;56.1;0;0;0
3665;AUTO;1.96;0;0;0
3666;AUTO;1.16;0;0;0
3667;AUTO;4.92;0;0;0
3668;AUTO;1.4;0;0;0
3669;AUTO;80.28;0;0;0
3670;AUTO;5.26;0;0;0
3671;AUTO;1.03;0;0;0
3672;AUTO;2.05;0;0;0
3673;AUTO;1.18;0;0;0
3674;AUTO;2.15;0;0;0
3675;AUTO;3.09;0;0;0
3676;AUTO;1.17;0;0;0
3677;AUTO;1.87;0;0;0
3678;AUTO;1;0;0;0
3679;AUTO;1.28;0;0;0
3680;AUTO;1.35;0;0;0
3681;AUTO;1.54;0;0;0
3682;AUTO;2.16;0;0;0
3683;AUTO;11.99;0;0;0
3684;AUTO;17.82;0;0;0
3685;AUTO;79.1;0;0;0
3686;AUTO;1;0;0;0
3687;AUTO;3.9;0;0;0
3688;AUTO;14.54;0;0;0
3689;AUTO;4.14;0;0;0
3690;AUTO;1.08;0;0;0
3691;AUTO;1.96;0;0;0
3692;AUTO;3.12;0;0;0
3693;AUTO;2.01;0;0;0
3694;AUTO;2.82;0;0;0
3695;AUTO;1.48;0;0;0
3696;AUTO;2.99;0;0;0
3697;AUTO;2.06;0;0;0
3698;AUTO;2.74;0;0;0
3699;AUTO;1.03;0;0;0
3700;AUTO;1.42;0;0;0
3701;AUTO;1.32;0;0;0
3702;AUTO;6.63;0;0;0
3703;AUTO;2.11;0;0;0
3704;AUTO;1.85;0;0;0
3705;AUTO;20.85;0;0;0
3706;AUTO;2.28;0;0;0
3707;AUTO;1.29;0;0;0
3708;AUTO;3.08;0;0;0
3709;AUTO;1.31;0;0;0
3710;AUTO;4;0;0;0
3711;AUTO;2.83;0;0;0
3712;AUTO;1.69;0;0;0
3713;AUTO;2.8;0;0;0
3714;AUTO;4.5;0;0;0
3715;AUTO;1.29;0;0;0
3716;AUTO;1.05;0;0;0
3717;AUTO;1.72;0;0;0
3718;AUTO;3.12;0;0;0
3719;AUTO;3.62;0;0;0
3720;AUTO;1.02;0;0;0
3721;AUTO;2.21;0;0;0
3722;AUTO;1.04;0;0;0
3723;AUTO;1.34;0;0;0
3724;AUTO;1.87;0;0;0
3725;AUTO;7.73;0;0;0
3726;AUTO;1.08;0;0;0
3727;AUTO;1;0;0;0
3728;AUTO;1.12;0;0;0
3729;AUTO;3.09;0;0;0
3730;AUTO;1.47;0;0;0
3731;AUTO;2.4;0;0;0
3732;AUTO;1.04;0;0;0
3733;AUTO;6.93;0;0;0
3734;AUTO;1.55;0;0;0
3735;AUTO;2.32;0;0;0
3736;AUTO;1;0;0;0
3737;AUTO;1.33;0;0;0
3738;AUTO;1.34;0;0;0
3739;AUTO;1.89;0;0;0
3740;AUTO;2.05;0;0;0
3741;AUTO;1;0;0;0
3742;AUTO;16.77;0;0;0
3743;AUTO;1.5;0;0;0
3744;AUTO;8.01;0;0;0
3745;AUTO;3.3;0;0;0
3746;AUTO;1.3;0;0;0
3747;AUTO;1.11;0;0;0
3748;AUTO;1.2;0;0;0
3749;AUTO;9.46;0;0;0
3750;AUTO;1.39;0;0;0
3751;AUTO;1.16;0;0;0
3752;AUTO;1.88;0;0;0
3753;AUTO;2.74;0;0;0
3754;AUTO;1.04;0;0;0
3755;AUTO;1.19;0;0;0
3756;AUTO;1.06;0;0;0
3757;AUTO;2.35;0;0;0
3758;AUTO;1.88;0;0;0
3759;AUTO;1.1;0;0;0
3760;AUTO;3.78;0;0;0
3761;AUTO;1.68;0;0;0
3762;AUTO;2.17;0;0;0
3763;AUTO;3.02;0;0;0
3764;AUTO;1.11;0;0;0
3765;AUTO;7.93;0;0;0
3766;AUTO;1.24;0;0;0
3767;AUTO;6.8;0;0;0
3768;AUTO;2.45;0;0;0
3769;AUTO;5.01;0;0;0
3770;AUTO;1;0;0;0
3771;AUTO;2.3;0;0;0
3772;AUTO;1.05;0;0;0
3773;AUTO;3.15;0;0;0
3774;AUTO;1.27;0;0;0
3775;AUTO;1.29;0;0;0
3776;AUTO;2.53;0;0;0
3777;AUTO;8.33;0;0;0
3778;AUTO;1.03;0;0;0
3779;AUTO;1.5;0;0;0
3780;AUTO;2.05;0;0;0
3781;AUTO;4.41;0;0;0
3782;AUTO;1.57;0;0;0
3783;AUTO;2.35;0;0;0
3784;AUTO;2.75;0;0;0
3785;AUTO;1.8;0;0;0
3786;AUTO;18.11;0;0;0
3787;AUTO;19.85;0;0;0
3788;AUTO;24.07;0;0;0
3789;AUTO;1.22;0;0;0
3790;AUTO;2.22;0;0;0
3791;AUTO;1.24;0;0;0
3792;AUTO;1.39;0;0;0
3793;AUTO;1;0;0;0
3794;AUTO;3.21;0;0;0
3795;AUTO;1.23;0;0;0
3796;AUTO;3.18;0;0;0
3797;AUTO;3.79;0;0;0
3798;AUTO;3.33;0;0;0
3799;AUTO;2.18;0;0;0
3800;AUTO;7.02;0;0;0
3801;AUTO;1.91;0;0;0
3802;AUTO;8.78;0;0;0
3803;AUTO;5.25;0;0;0
3804;AUTO;3.02;0;0;0
3805;AUTO;2.93;0;0;0
3806;AUTO;1.07;0;0;0
3807;AUTO;1.01;0;0;0
3808;AUTO;1.86;0;0;0
3809;AUTO;1.05;0;0;0
3810;AUTO;1.86;0;0;0
3811;AUTO;5.47;0;0;0
3812;AUTO;1.13;0;0;0
3813;AUTO;3.17;0;0;0
3814;AUTO;1.05;0;0;0
3815;AUTO;1.2;0;0;0
3816;AUTO;1.27;0;0;0
3817;AUTO;2.75;0;0;0
3818;AUTO;4.4;0;0;0
3819;AUTO;4.17;0;0;0
3820;AUTO;5.15;0;0;0
3821;AUTO;1.03;0;0;0
3822;AUTO;1.62;0;0;0
3823;AUTO;1;0;0;0
3824;AUTO;1.33;0;0;0
3825;AUTO;4.05;0;0;0
3826;AUTO;1.14;0;0;0
3827;AUTO;4.59;0;0;0
3828;AUTO;1.13;0;0;0
3829;AUTO;12.37;0;0;0
3830;AUTO;2.81;0;0;0
3831;AUTO;1.96;0;0;0
3832;AUTO;1.5;0;0;0
3833;AUTO;1.05;0;0;0
3834;AUTO;6.14;0;0;0
3835;AUTO;2.99;0;0;0
3836;AUTO;1;0;0;0
3837;AUTO;3.45;0;0;0
3838;AUTO;1.04;0;0;0
3839;AUTO;1;0;0;0
3840;AUTO;1.8;0;0;0
3841;AUTO;2.61;0;0;0
3842;AUTO;2.64;0;0;0
3843;AUTO;1.09;0;0;0
3844;AUTO;6.45;0;0;0
3845;AUTO;1.58;0;0;0
3846;AUTO;1.48;0;0;0
3847;AUTO;1.4;0;0;0
3848;AUTO;1.46;0;0;0
3849;AUTO;1.04;0;0;0
3850;AUTO;2.18;0;0;0
3851;AUTO;4;0;0;0
3852;AUTO;1.59;0;0;0
3853;AUTO;4.41;0;0;0
3854;AUTO;2.43;0;0;0
3855;AUTO;74.2;0;0;0
3856;AUTO;1;0;0;0
3857;AUTO;1.09;0;0;0
3858;AUTO;19.31;0;0;0
3859;AUTO;2.28;0;0;0
3860;AUTO;1.33;0;0;0
3861;AUTO;1.25;0;0;0
3862;AUTO;9.64;0;0;0
3863;AUTO;2.71;0;0;0
3864;AUTO;1.09;0;0;0
3865;AUTO;1.96;0;0;0
3866;AUTO;2.99;0;0;0
3867;AUTO;2.08;0;0;0
3868;AUTO;4.53;0;0;0
3869;AUTO;21.8;0;0;0
3870;AUTO;2.79;0;0;0
3871;AUTO;4.56;0;0;0
3872;AUTO;1.51;0;0;0
3873;AUTO;3.98;0;0;0
3874;AUTO;1.03;0;0;0
3875;AUTO;2.74;0;0;0
3876;AUTO;1.84;0;0;0
3877;AUTO;1;0;0;0
3878;AUTO;1.33;0;0;0
3879;AUTO;8.09;0;0;0
3880;AUTO;3.93;0;0;0
3881;AUTO;2;0;0;0
3882;AUTO;1;0;0;0
3883;AUTO;1.33;0;0;0
3884;AUTO;2.13;0;0;0
3885;AUTO;1.36;0;0;0
3886;AUTO;1;0;0;0
3887;AUTO;5.98;0;0;0
3888;AUTO;1.32;0;0;0
3889;AUTO;2.25;0;0;0
3890;AUTO;1.15;0;0;0
3891;AUTO;2.6;0;0;0
3892;AUTO;3.22;0;0;0
3893;AUTO;1.09;0;0;0
3894;AUTO;2.24;0;0;0
3895;AUTO;1.37;0;0;0
3896;AUTO;376.87;0;0;0
3897;AUTO;1;0;0;0
3898;AUTO;1;0;0;0
3899;AUTO;3.2;0;0;0
3900;AUTO;2.14;0;0;0
3901;AUTO;1.4;0;0;0
3902;AUTO;1.04;0;0;0
3903;AUTO;2.18;0;0;0
3904;AUTO;1.56;0;0;0
3905;AUTO;1.84;0;0;0
3906;AUTO;1.02;0;0;0
3907;AUTO;3.95;0;0;0
3908;AUTO;2.68;0;0;0
3909;AUTO;1.33;0;0;0
3910;AUTO;1.87;0;0;0
3911;AUTO;1.56;0;0;0
3912;AUTO;2.31;0;0;0
3913;AUTO;46.49;0;0;0
3914;AUTO;1.75;0;0;0
3915;AUTO;5.21;0;0;0
3916;AUTO;1.49;0;0;0
3917;AUTO;1.06;0;0;0
3918;AUTO;1.11;0;0;0
3919;AUTO;1.4;0;0;0
3920;AUTO;2.7;0;0;0
3921;AUTO;2.1;0;0;0
3922;AUTO;10.27;0;0;0
3923;AUTO;1.19;0;0;0
3924;AUTO;1.07;0;0;0
3925;AUTO;2.76;0;0;0
3926;AUTO;195;0;0;0
3927;AUTO;1.48;0;0;0
3928;AUTO;3.91;0;0;0
3929;AUTO;2.53;0;0;0
3930;AUTO;1.14;0;0;0
3931;AUTO;1.79;0;0;0
3932;AUTO;1;0;0;0
3933;AUTO;1.18;0;0;0
3934;AUTO;1.7;0;0;0
3935;AUTO;1.9;0;0;0
3936;AUTO;1.95;0;0;0
3937;AUTO;1;0;0;0
3938;AUTO;1.45;0;0;0
3939;AUTO;1.45;0;0;0
3940;AUTO;4.53;0;0;0
3941;AUTO;1.78;0;0;0
3942;AUTO;3.12;0;0;0
3943;AUTO;12.84;0;0;0
3944;AUTO;1.17;0;0;0
3945;AUTO;2.19;0;0;0
3946;AUTO;3.95;0;0;0
3947;AUTO;4.69;0;0;0
3948;AUTO;4.98;0;0;0
3949;AUTO;4.09;0;0;0
3950;AUTO;23.07;0;0;0
3951;AUTO;1.04;0;0;0
3952;AUTO;6.54;0;0;0
3953;AUTO;6.15;0;0;0
3954;AUTO;5.22;0;0;0
3955;AUTO;2.13;0;0;0
3956;AUTO;1;0;0;0
3957;AUTO;1.96;0;0;0
3958;AUTO;1.31;0;0;0
3959;AUTO;2.36;0;0;0
3960;AUTO;2.01;0;0;0
3961;AUTO;1;0;0;0
3962;AUTO;4.15;0;0;0
3963;AUTO;1.22;0;0;0
3964;AUTO;4.17;0;0;0
3965;AUTO;9.26;0;0;0
3966;AUTO;1.59;0;0;0
3967;AUTO;7.32;0;0;0
3968;AUTO;1.04;0;0;0
3969;AUTO;2.1;0;0;0
3970;AUTO;1.79;0;0;0
3971;AUTO;1.96;0;0;0
3972;AUTO;1.36;0;0;0
3973;AUTO;1.31;0;0;0
3974;AUTO;1.88;0;0;0
